word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
hoping,0.003,0.015,0.017,0.03,0.035,0.028,0.035,0.033,0.024,0.013,0.006,0.018
##une,0.002,0.007,0.012,0.012,0.018,0.018,0.016,0.016,0.018,0.022,0.032,0.0
aren,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.003,0.003,0.005,0.009,0.018
debut,0.001,0.005,0.008,0.007,0.007,0.008,0.011,0.012,0.012,0.015,0.041,0.013
household,0.002,0.005,0.011,0.009,0.008,0.005,0.005,0.003,0.003,0.006,0.038,0.02
Robinson,0.002,0.001,0.002,0.003,0.004,0.004,0.004,0.007,0.007,0.006,0.025,0.003
Larry,0.002,0.004,0.002,0.002,0.001,0.004,0.011,0.017,0.018,0.011,0.028,0.005
rival,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.008,0.004
somewhat,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.006,0.004,0.002,0.006
##atic,0.002,0.012,0.017,0.023,0.02,0.033,0.036,0.046,0.048,0.035,0.031,0.002
competing,0.001,0.005,0.002,0.005,0.006,0.009,0.011,0.009,0.004,0.001,0.01,0.012
regulator,0.006,0.011,0.004,0.005,0.007,0.008,0.008,0.01,0.009,0.018,0.022,0.001
Reynolds,0.0,0.013,0.013,0.012,0.01,0.007,0.008,0.007,0.006,0.007,0.028,0.02
##che,0.002,0.018,0.043,0.07,0.096,0.12,0.126,0.127,0.088,0.051,0.012,0.234
##lica,0.0,0.003,0.01,0.01,0.013,0.011,0.007,0.007,0.008,0.01,0.015,0.008
sides,0.002,0.004,0.006,0.009,0.008,0.013,0.019,0.016,0.02,0.018,0.019,0.019
hosts,0.003,0.002,0.004,0.012,0.012,0.015,0.015,0.016,0.016,0.02,0.028,0.013
Bird,0.002,0.004,0.002,0.004,0.004,0.003,0.002,0.003,0.003,0.007,0.013,0.246
Count,0.001,0.014,0.022,0.039,0.043,0.048,0.045,0.058,0.034,0.01,0.014,0.225
##ckers,0.0,0.002,0.005,0.005,0.006,0.005,0.005,0.007,0.005,0.002,0.01,0.003
participate,0.003,0.005,0.008,0.009,0.009,0.009,0.008,0.008,0.01,0.007,0.01,0.011
executives,0.003,0.002,0.002,0.006,0.007,0.008,0.009,0.009,0.006,0.003,0.004,0.02
boost,0.002,0.003,0.003,0.003,0.003,0.004,0.011,0.015,0.015,0.013,0.008,0.022
GO,0.004,0.015,0.028,0.032,0.044,0.052,0.058,0.072,0.065,0.045,0.025,0.054
##ulge,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.019,0.006
brother,0.006,0.014,0.011,0.014,0.015,0.016,0.018,0.014,0.008,0.005,0.008,0.011
Wanted,0.001,0.005,0.005,0.012,0.015,0.018,0.023,0.027,0.02,0.005,0.014,0.062
inform,0.013,0.009,0.004,0.009,0.014,0.017,0.02,0.022,0.029,0.029,0.022,0.002
##ean,0.001,0.014,0.005,0.005,0.004,0.004,0.003,0.003,0.005,0.009,0.02,0.018
##pect,0.001,0.005,0.019,0.026,0.022,0.021,0.019,0.02,0.018,0.016,0.014,0.046
attachment,0.002,0.005,0.003,0.005,0.003,0.002,0.006,0.008,0.007,0.004,0.017,0.016
emails,0.003,0.018,0.027,0.016,0.013,0.012,0.022,0.022,0.015,0.007,0.017,0.024
Movie,0.004,0.01,0.01,0.01,0.014,0.015,0.015,0.011,0.01,0.019,0.041,0.019
Hit,0.003,0.003,0.002,0.003,0.005,0.004,0.003,0.004,0.007,0.009,0.014,0.011
Philips,0.005,0.008,0.025,0.032,0.028,0.025,0.03,0.03,0.023,0.022,0.026,0.051
Samsung,0.0,0.002,0.004,0.002,0.003,0.001,0.002,0.002,0.004,0.008,0.013,0.005
Sharp,0.003,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.005,0.012,0.012
CE,0.002,0.002,0.003,0.005,0.006,0.006,0.006,0.008,0.008,0.008,0.02,0.029
Is,0.002,0.003,0.005,0.007,0.008,0.009,0.011,0.016,0.016,0.013,0.014,0.01
##ope,0.001,0.001,0.012,0.019,0.028,0.027,0.025,0.024,0.013,0.006,0.002,0.02
Analysis,0.003,0.003,0.004,0.009,0.008,0.007,0.009,0.01,0.01,0.013,0.016,0.008
sleeping,0.004,0.01,0.015,0.019,0.02,0.019,0.018,0.018,0.012,0.011,0.012,0.021
occasionally,0.004,0.008,0.009,0.012,0.015,0.015,0.014,0.014,0.009,0.009,0.013,0.029
welcome,0.002,0.004,0.007,0.012,0.011,0.014,0.018,0.019,0.015,0.012,0.012,0.016
Seven,0.002,0.001,0.003,0.009,0.019,0.022,0.025,0.034,0.036,0.038,0.048,0.015
ticket,0.002,0.003,0.007,0.011,0.01,0.009,0.012,0.011,0.009,0.01,0.017,0.006
caught,0.001,0.001,0.001,0.003,0.005,0.005,0.006,0.006,0.006,0.002,0.003,0.001
teens,0.004,0.087,0.071,0.035,0.019,0.015,0.02,0.014,0.008,0.009,0.02,0.011
retreat,0.007,0.006,0.005,0.004,0.004,0.004,0.006,0.008,0.01,0.008,0.018,0.006
Camp,0.004,0.007,0.01,0.01,0.01,0.008,0.007,0.007,0.006,0.003,0.008,0.014
Deal,0.001,0.003,0.005,0.005,0.007,0.007,0.008,0.005,0.004,0.005,0.017,0.003
moved,0.003,0.004,0.002,0.002,0.001,0.001,0.001,0.002,0.003,0.007,0.006,0.006
absent,0.01,0.012,0.007,0.01,0.013,0.019,0.022,0.028,0.03,0.031,0.036,0.039
Intel,0.0,0.001,0.0,0.0,0.001,0.001,0.002,0.002,0.002,0.003,0.013,0.061
Nokia,0.001,0.005,0.015,0.011,0.013,0.007,0.007,0.003,0.001,0.002,0.005,0.003
Albert,0.001,0.005,0.014,0.015,0.017,0.015,0.014,0.014,0.012,0.006,0.007,0.051
locked,0.003,0.035,0.059,0.047,0.045,0.035,0.044,0.041,0.031,0.028,0.013,0.052
relief,0.001,0.003,0.005,0.005,0.005,0.005,0.008,0.006,0.005,0.004,0.012,0.004
Siemens,0.002,0.0,0.003,0.006,0.008,0.007,0.008,0.007,0.004,0.004,0.003,0.023
finals,0.001,0.004,0.004,0.004,0.004,0.005,0.006,0.006,0.006,0.006,0.009,0.008
Year,0.002,0.002,0.004,0.005,0.009,0.018,0.02,0.019,0.012,0.011,0.012,0.045
Play,0.001,0.002,0.001,0.003,0.004,0.003,0.005,0.005,0.005,0.006,0.018,0.008
revolution,0.003,0.013,0.015,0.026,0.03,0.037,0.065,0.069,0.065,0.053,0.052,0.047
Jai,0.001,0.014,0.042,0.052,0.056,0.043,0.032,0.031,0.029,0.024,0.017,0.066
psychiatric,0.002,0.005,0.005,0.008,0.011,0.011,0.011,0.009,0.007,0.014,0.029,0.006
trapped,0.004,0.008,0.008,0.009,0.012,0.012,0.021,0.016,0.016,0.017,0.03,0.006
designed,0.007,0.009,0.023,0.017,0.011,0.01,0.011,0.015,0.015,0.015,0.014,0.024
Nine,0.003,0.003,0.002,0.003,0.005,0.01,0.015,0.017,0.018,0.023,0.033,0.085
barrier,0.0,0.001,0.0,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0.004,0.003
Space,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.004,0.007,0.028,0.033
expert,0.003,0.001,0.001,0.002,0.003,0.004,0.004,0.003,0.002,0.002,0.005,0.003
judged,0.01,0.013,0.021,0.02,0.02,0.018,0.022,0.025,0.023,0.023,0.037,0.022
NYC,0.002,0.007,0.009,0.008,0.008,0.007,0.01,0.009,0.01,0.01,0.017,0.003
##iya,0.001,0.002,0.005,0.006,0.006,0.01,0.014,0.013,0.012,0.012,0.039,0.005
drop,0.002,0.007,0.009,0.009,0.011,0.01,0.015,0.013,0.011,0.009,0.018,0.014
core,0.001,0.003,0.005,0.006,0.008,0.009,0.009,0.006,0.003,0.006,0.015,0.025
wholesale,0.006,0.009,0.019,0.016,0.013,0.01,0.008,0.007,0.007,0.004,0.01,0.005
clothes,0.004,0.007,0.01,0.008,0.007,0.007,0.006,0.006,0.004,0.005,0.005,0.009
sorry,0.001,0.002,0.003,0.004,0.005,0.005,0.005,0.005,0.003,0.003,0.022,0.006
improving,0.001,0.011,0.015,0.026,0.027,0.025,0.04,0.033,0.024,0.012,0.008,0.029
debris,0.002,0.015,0.02,0.024,0.022,0.027,0.054,0.037,0.036,0.03,0.045,0.017
survivors,0.004,0.006,0.006,0.007,0.009,0.009,0.014,0.013,0.011,0.009,0.021,0.009
violent,0.001,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.006,0.008,0.008
earthquake,0.002,0.007,0.015,0.016,0.019,0.018,0.03,0.031,0.026,0.014,0.016,0.038
##flow,0.001,0.001,0.002,0.003,0.006,0.006,0.005,0.003,0.003,0.008,0.025,0.008
##dant,0.001,0.012,0.025,0.04,0.062,0.088,0.106,0.123,0.102,0.081,0.039,0.056
politician,0.001,0.002,0.001,0.002,0.001,0.001,0.002,0.002,0.001,0.003,0.007,0.004
impossible,0.003,0.009,0.01,0.014,0.013,0.014,0.016,0.02,0.017,0.014,0.011,0.022
understood,0.001,0.005,0.005,0.007,0.008,0.009,0.007,0.004,0.003,0.002,0.004,0.003
Cold,0.002,0.001,0.002,0.003,0.006,0.004,0.005,0.003,0.001,0.002,0.023,0.022
stereo,0.002,0.007,0.01,0.011,0.012,0.011,0.012,0.015,0.014,0.016,0.005,0.024
CO,0.005,0.013,0.026,0.031,0.024,0.024,0.024,0.025,0.019,0.016,0.019,0.019
dual,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.01,0.008
Dick,0.005,0.012,0.016,0.024,0.021,0.026,0.042,0.042,0.025,0.017,0.027,0.135
##vy,0.001,0.001,0.001,0.001,0.001,0.008,0.014,0.021,0.023,0.015,0.006,0.016
##OL,0.001,0.002,0.004,0.004,0.003,0.003,0.005,0.007,0.013,0.017,0.023,0.01
##ings,0.001,0.01,0.017,0.015,0.009,0.011,0.014,0.021,0.017,0.012,0.007,0.018
grounded,0.029,0.056,0.086,0.105,0.1,0.102,0.11,0.124,0.1,0.076,0.048,0.176
wait,0.004,0.004,0.004,0.007,0.008,0.01,0.012,0.012,0.011,0.014,0.017,0.024
##time,0.002,0.003,0.008,0.007,0.006,0.011,0.015,0.017,0.015,0.015,0.019,0.008
Secret,0.003,0.025,0.037,0.049,0.047,0.038,0.028,0.022,0.016,0.016,0.021,0.007
Henry,0.009,0.011,0.019,0.031,0.028,0.029,0.029,0.034,0.03,0.027,0.046,0.05
ambassador,0.001,0.005,0.005,0.009,0.01,0.009,0.008,0.006,0.003,0.004,0.017,0.04
stands,0.004,0.008,0.014,0.017,0.02,0.02,0.025,0.029,0.026,0.023,0.018,0.026
levels,0.002,0.002,0.001,0.001,0.002,0.002,0.003,0.004,0.005,0.006,0.006,0.013
##state,0.001,0.013,0.029,0.035,0.039,0.047,0.052,0.042,0.027,0.005,0.003,0.066
Hollywood,0.001,0.003,0.005,0.005,0.008,0.009,0.014,0.015,0.016,0.01,0.024,0.006
actor,0.01,0.009,0.026,0.02,0.026,0.026,0.026,0.023,0.022,0.017,0.019,0.003
attempted,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.004,0.012,0.006
observer,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.005,0.011,0.029,0.013
affiliated,0.001,0.001,0.0,0.002,0.002,0.004,0.002,0.001,0.001,0.0,0.0,0.001
##bu,0.001,0.002,0.005,0.005,0.008,0.006,0.005,0.006,0.003,0.001,0.01,0.035
##ffed,0.001,0.005,0.005,0.005,0.003,0.004,0.005,0.004,0.003,0.002,0.002,0.012
Cancer,0.003,0.01,0.026,0.027,0.036,0.034,0.041,0.035,0.03,0.019,0.031,0.03
##wan,0.001,0.005,0.008,0.009,0.01,0.006,0.003,0.004,0.006,0.006,0.008,0.015
panic,0.002,0.004,0.01,0.007,0.006,0.006,0.006,0.006,0.008,0.01,0.014,0.002
##ds,0.001,0.002,0.006,0.008,0.013,0.019,0.024,0.024,0.02,0.012,0.008,0.037
commitment,0.024,0.062,0.075,0.071,0.068,0.07,0.077,0.087,0.077,0.065,0.044,0.095
discussion,0.004,0.002,0.004,0.01,0.012,0.018,0.024,0.025,0.02,0.013,0.025,0.006
technique,0.007,0.005,0.004,0.003,0.004,0.005,0.004,0.005,0.005,0.005,0.022,0.002
##icker,0.0,0.001,0.001,0.003,0.002,0.002,0.002,0.004,0.003,0.004,0.006,0.016
attackers,0.003,0.044,0.024,0.026,0.039,0.035,0.042,0.025,0.021,0.02,0.036,0.017
##gging,0.001,0.013,0.014,0.012,0.007,0.005,0.005,0.004,0.003,0.005,0.005,0.022
attendees,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.006,0.006,0.003,0.013,0.041
customer,0.001,0.001,0.002,0.005,0.01,0.011,0.012,0.012,0.008,0.009,0.0,0.062
bias,0.002,0.012,0.03,0.026,0.023,0.02,0.017,0.013,0.009,0.009,0.016,0.018
collapse,0.004,0.007,0.007,0.008,0.008,0.008,0.009,0.01,0.008,0.008,0.021,0.014
mission,0.001,0.005,0.003,0.003,0.003,0.003,0.006,0.006,0.007,0.007,0.015,0.008
elected,0.003,0.008,0.008,0.013,0.01,0.011,0.015,0.014,0.014,0.021,0.054,0.006
pages,0.003,0.006,0.005,0.004,0.006,0.006,0.008,0.013,0.014,0.016,0.006,0.013
obviously,0.002,0.007,0.007,0.006,0.006,0.005,0.007,0.005,0.005,0.01,0.026,0.028
label,0.001,0.01,0.026,0.032,0.027,0.02,0.017,0.012,0.01,0.006,0.003,0.046
blaze,0.001,0.009,0.006,0.003,0.003,0.002,0.003,0.004,0.005,0.008,0.032,0.007
surrounding,0.003,0.008,0.011,0.009,0.011,0.01,0.012,0.012,0.005,0.001,0.004,0.015
debt,0.004,0.01,0.02,0.021,0.023,0.018,0.023,0.023,0.018,0.015,0.017,0.032
advised,0.001,0.002,0.003,0.005,0.01,0.013,0.011,0.01,0.003,0.001,0.0,0.0
conduct,0.012,0.024,0.039,0.067,0.075,0.07,0.079,0.075,0.055,0.038,0.017,0.073
blacks,0.002,0.009,0.005,0.01,0.01,0.008,0.01,0.007,0.011,0.009,0.011,0.018
##idal,0.0,0.002,0.008,0.007,0.009,0.008,0.006,0.001,0.001,0.01,0.035,0.034
Brain,0.0,0.002,0.002,0.007,0.01,0.007,0.005,0.005,0.004,0.004,0.012,0.013
choice,0.002,0.003,0.004,0.005,0.006,0.007,0.01,0.009,0.006,0.01,0.026,0.005
##ust,0.0,0.001,0.008,0.005,0.006,0.005,0.006,0.007,0.006,0.004,0.008,0.021
semi,0.001,0.002,0.004,0.004,0.005,0.005,0.007,0.011,0.01,0.011,0.019,0.003
elect,0.002,0.01,0.015,0.018,0.023,0.018,0.019,0.019,0.014,0.012,0.012,0.019
liked,0.028,0.013,0.019,0.021,0.025,0.022,0.025,0.034,0.037,0.032,0.039,0.069
intervention,0.003,0.009,0.009,0.011,0.013,0.013,0.018,0.014,0.013,0.009,0.013,0.007
Tan,0.015,0.014,0.008,0.01,0.015,0.021,0.021,0.039,0.056,0.067,0.059,0.152
##ase,0.001,0.005,0.004,0.002,0.002,0.002,0.004,0.004,0.009,0.007,0.005,0.005
represented,0.007,0.041,0.081,0.093,0.098,0.087,0.096,0.092,0.071,0.057,0.045,0.117
Estate,0.002,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.003,0.006,0.005,0.017
##gin,0.0,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.006,0.008,0.003,0.019
Home,0.005,0.019,0.034,0.043,0.042,0.047,0.047,0.049,0.036,0.027,0.023,0.042
##mate,0.006,0.005,0.007,0.009,0.012,0.007,0.007,0.005,0.004,0.005,0.011,0.005
busy,0.001,0.003,0.007,0.013,0.013,0.014,0.019,0.02,0.016,0.008,0.005,0.018
##ctions,0.005,0.015,0.031,0.037,0.035,0.039,0.043,0.042,0.037,0.031,0.026,0.023
inmates,0.001,0.01,0.016,0.019,0.022,0.019,0.035,0.032,0.034,0.025,0.024,0.018
##ria,0.001,0.004,0.006,0.007,0.007,0.007,0.006,0.006,0.007,0.012,0.028,0.012
retrieve,0.001,0.002,0.007,0.007,0.008,0.011,0.012,0.015,0.022,0.021,0.024,0.006
##PD,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.005,0.015,0.039
##ually,0.001,0.004,0.004,0.004,0.008,0.01,0.012,0.012,0.01,0.009,0.026,0.01
105,0.0,0.021,0.021,0.015,0.013,0.009,0.012,0.019,0.026,0.031,0.029,0.027
unveiled,0.001,0.022,0.012,0.009,0.008,0.011,0.016,0.015,0.016,0.011,0.017,0.028
Great,0.001,0.003,0.004,0.007,0.007,0.008,0.009,0.009,0.011,0.015,0.027,0.015
ME,0.005,0.006,0.01,0.011,0.015,0.013,0.016,0.013,0.013,0.006,0.016,0.045
tea,0.002,0.005,0.01,0.019,0.019,0.019,0.018,0.021,0.022,0.021,0.018,0.011
landmark,0.003,0.003,0.004,0.004,0.004,0.011,0.007,0.009,0.006,0.008,0.013,0.007
WA,0.01,0.025,0.043,0.043,0.046,0.033,0.037,0.039,0.031,0.012,0.002,0.019
dramatically,0.001,0.003,0.006,0.004,0.005,0.005,0.007,0.008,0.005,0.003,0.008,0.028
Audi,0.015,0.044,0.106,0.136,0.164,0.149,0.147,0.14,0.111,0.05,0.003,0.119
Don,0.005,0.025,0.038,0.053,0.054,0.048,0.055,0.052,0.035,0.024,0.009,0.136
Watch,0.001,0.003,0.004,0.003,0.003,0.001,0.001,0.0,0.002,0.007,0.035,0.006
eastern,0.002,0.009,0.015,0.016,0.016,0.017,0.02,0.02,0.016,0.012,0.016,0.034
Shi,0.001,0.011,0.014,0.017,0.023,0.023,0.023,0.024,0.024,0.013,0.01,0.019
Pakistan,0.003,0.003,0.003,0.004,0.006,0.007,0.01,0.01,0.009,0.007,0.01,0.007
typical,0.002,0.007,0.005,0.012,0.009,0.009,0.016,0.018,0.011,0.007,0.007,0.016
employee,0.001,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.013,0.012
gone,0.002,0.002,0.002,0.007,0.003,0.006,0.005,0.008,0.007,0.008,0.01,0.01
priority,0.004,0.009,0.009,0.012,0.01,0.014,0.012,0.016,0.013,0.01,0.009,0.012
profits,0.003,0.011,0.012,0.021,0.019,0.016,0.019,0.018,0.013,0.009,0.008,0.008
##ple,0.004,0.017,0.033,0.031,0.033,0.04,0.043,0.041,0.032,0.023,0.02,0.015
stab,0.001,0.006,0.007,0.006,0.005,0.008,0.01,0.01,0.007,0.005,0.004,0.006
friendly,0.017,0.034,0.051,0.075,0.077,0.07,0.065,0.063,0.05,0.045,0.042,0.07
ultimate,0.01,0.016,0.015,0.018,0.016,0.02,0.029,0.042,0.035,0.031,0.012,0.031
##pping,0.005,0.041,0.036,0.042,0.05,0.063,0.069,0.069,0.05,0.031,0.02,0.065
terror,0.002,0.003,0.009,0.012,0.017,0.013,0.016,0.013,0.01,0.009,0.016,0.014
Cleveland,0.001,0.002,0.003,0.003,0.007,0.005,0.009,0.012,0.009,0.003,0.024,0.012
##lier,0.006,0.025,0.039,0.07,0.084,0.107,0.113,0.1,0.073,0.061,0.046,0.087
##ry,0.001,0.006,0.006,0.009,0.008,0.007,0.011,0.01,0.011,0.013,0.021,0.007
Islands,0.001,0.003,0.009,0.008,0.007,0.005,0.003,0.003,0.003,0.005,0.004,0.035
Finance,0.003,0.004,0.003,0.003,0.004,0.003,0.003,0.002,0.001,0.002,0.01,0.006
##sca,0.008,0.043,0.1,0.134,0.154,0.171,0.178,0.171,0.155,0.138,0.104,0.184
climb,0.004,0.005,0.003,0.004,0.006,0.008,0.01,0.012,0.014,0.013,0.016,0.007
Murder,0.002,0.005,0.004,0.005,0.007,0.007,0.007,0.008,0.008,0.007,0.009,0.011
Rap,0.001,0.012,0.038,0.038,0.046,0.032,0.034,0.036,0.031,0.021,0.021,0.073
sworn,0.001,0.004,0.006,0.007,0.008,0.013,0.015,0.018,0.021,0.022,0.035,0.023
Ban,0.002,0.002,0.003,0.006,0.012,0.018,0.025,0.03,0.035,0.047,0.067,0.012
Thirty,0.002,0.006,0.005,0.005,0.001,0.0,0.0,0.0,0.001,0.002,0.018,0.12
Series,0.013,0.026,0.038,0.063,0.061,0.056,0.065,0.064,0.043,0.021,0.013,0.151
survives,0.007,0.019,0.022,0.025,0.025,0.028,0.027,0.027,0.023,0.035,0.071,0.011
Anthony,0.002,0.004,0.008,0.008,0.008,0.005,0.006,0.006,0.004,0.001,0.007,0.002
Common,0.02,0.054,0.084,0.091,0.11,0.109,0.11,0.119,0.082,0.057,0.055,0.093
##gate,0.006,0.013,0.012,0.026,0.03,0.026,0.03,0.027,0.024,0.022,0.024,0.005
shots,0.002,0.013,0.02,0.024,0.026,0.02,0.029,0.028,0.027,0.019,0.013,0.02
selection,0.011,0.017,0.027,0.029,0.027,0.024,0.023,0.023,0.018,0.012,0.033,0.011
Grey,0.02,0.025,0.049,0.053,0.062,0.073,0.072,0.082,0.086,0.07,0.046,0.18
unique,0.005,0.015,0.018,0.015,0.012,0.011,0.018,0.019,0.016,0.01,0.012,0.004
deadline,0.001,0.01,0.011,0.006,0.007,0.004,0.006,0.001,0.002,0.002,0.005,0.005
Arizona,0.001,0.003,0.005,0.004,0.004,0.006,0.011,0.012,0.022,0.028,0.05,0.006
Prime,0.007,0.041,0.07,0.08,0.073,0.06,0.056,0.051,0.03,0.02,0.013,0.041
Ariel,0.002,0.001,0.009,0.014,0.012,0.011,0.012,0.01,0.008,0.011,0.038,0.01
##qa,0.001,0.006,0.016,0.025,0.024,0.038,0.045,0.047,0.048,0.056,0.057,0.016
cap,0.002,0.009,0.016,0.021,0.02,0.025,0.026,0.024,0.02,0.022,0.029,0.018
##aman,0.001,0.013,0.037,0.057,0.084,0.078,0.069,0.059,0.046,0.027,0.012,0.121
Ask,0.002,0.002,0.0,0.001,0.003,0.002,0.002,0.002,0.002,0.001,0.007,0.233
##obe,0.004,0.007,0.027,0.02,0.026,0.021,0.018,0.015,0.01,0.01,0.011,0.016
finance,0.003,0.007,0.007,0.008,0.006,0.003,0.008,0.013,0.01,0.003,0.016,0.007
IN,0.006,0.016,0.026,0.029,0.027,0.025,0.028,0.029,0.032,0.028,0.04,0.069
##TE,0.001,0.003,0.009,0.009,0.009,0.009,0.013,0.015,0.015,0.013,0.011,0.024
generation,0.004,0.002,0.005,0.008,0.007,0.007,0.009,0.01,0.006,0.002,0.008,0.053
flights,0.001,0.008,0.01,0.008,0.01,0.009,0.016,0.016,0.019,0.016,0.009,0.072
Little,0.004,0.011,0.018,0.023,0.022,0.019,0.019,0.021,0.017,0.016,0.012,0.042
##hra,0.0,0.027,0.043,0.041,0.035,0.017,0.024,0.014,0.009,0.009,0.017,0.02
valid,0.004,0.003,0.004,0.008,0.008,0.01,0.013,0.01,0.01,0.01,0.01,0.012
negotiate,0.001,0.003,0.005,0.008,0.005,0.007,0.009,0.009,0.005,0.004,0.008,0.032
Zimbabwe,0.0,0.002,0.005,0.003,0.006,0.003,0.002,0.002,0.001,0.001,0.007,0.013
controversial,0.008,0.021,0.02,0.015,0.013,0.009,0.01,0.013,0.009,0.008,0.007,0.016
passes,0.002,0.006,0.009,0.008,0.008,0.008,0.007,0.006,0.005,0.003,0.007,0.007
enforce,0.003,0.011,0.015,0.012,0.011,0.01,0.013,0.018,0.017,0.012,0.006,0.015
acceptable,0.003,0.004,0.002,0.002,0.002,0.003,0.005,0.01,0.009,0.008,0.008,0.003
Argentina,0.006,0.004,0.003,0.002,0.003,0.003,0.005,0.008,0.015,0.028,0.04,0.005
cemetery,0.002,0.002,0.001,0.0,0.001,0.003,0.002,0.005,0.009,0.016,0.011,0.003
Reagan,0.001,0.001,0.002,0.003,0.004,0.006,0.006,0.005,0.004,0.004,0.009,0.006
audience,0.001,0.005,0.009,0.008,0.01,0.009,0.014,0.013,0.014,0.012,0.009,0.007
journal,0.003,0.002,0.003,0.004,0.005,0.004,0.004,0.004,0.005,0.006,0.011,0.019
traditional,0.003,0.003,0.003,0.003,0.005,0.005,0.008,0.012,0.012,0.007,0.003,0.012
resolutions,0.006,0.009,0.01,0.011,0.016,0.015,0.014,0.013,0.013,0.013,0.008,0.05
binding,0.019,0.022,0.024,0.026,0.026,0.025,0.022,0.022,0.018,0.017,0.007,0.011
Child,0.001,0.002,0.001,0.001,0.001,0.001,0.003,0.004,0.008,0.018,0.042,0.006
##gram,0.0,0.008,0.009,0.013,0.023,0.027,0.028,0.027,0.017,0.012,0.009,0.007
##wi,0.001,0.004,0.012,0.017,0.012,0.011,0.015,0.02,0.019,0.016,0.013,0.012
07,0.012,0.021,0.025,0.035,0.042,0.062,0.088,0.113,0.117,0.117,0.131,0.054
disputed,0.002,0.006,0.007,0.006,0.005,0.007,0.014,0.016,0.012,0.009,0.006,0.007
violence,0.003,0.007,0.009,0.008,0.009,0.01,0.019,0.015,0.013,0.013,0.031,0.014
concentrate,0.009,0.021,0.028,0.026,0.023,0.024,0.031,0.034,0.028,0.035,0.045,0.027
##tia,0.004,0.019,0.025,0.035,0.056,0.051,0.055,0.038,0.013,0.009,0.033,0.127
creating,0.007,0.01,0.008,0.006,0.006,0.008,0.013,0.019,0.026,0.027,0.027,0.043
Agreement,0.035,0.039,0.041,0.047,0.046,0.055,0.058,0.053,0.044,0.03,0.021,0.078
loans,0.012,0.009,0.008,0.011,0.014,0.017,0.016,0.015,0.014,0.007,0.004,0.003
meets,0.002,0.004,0.006,0.009,0.01,0.014,0.011,0.013,0.013,0.013,0.021,0.008
Legal,0.008,0.013,0.024,0.026,0.033,0.038,0.039,0.038,0.026,0.011,0.005,0.015
Military,0.002,0.003,0.005,0.007,0.006,0.006,0.006,0.007,0.006,0.008,0.034,0.012
Point,0.004,0.006,0.006,0.007,0.007,0.008,0.008,0.008,0.006,0.009,0.03,0.014
involvement,0.004,0.01,0.012,0.014,0.016,0.013,0.014,0.014,0.01,0.012,0.018,0.007
Congo,0.002,0.004,0.007,0.009,0.016,0.011,0.011,0.014,0.015,0.006,0.007,0.013
northeast,0.002,0.002,0.003,0.002,0.001,0.002,0.006,0.017,0.021,0.019,0.008,0.024
humans,0.001,0.001,0.002,0.004,0.003,0.004,0.006,0.005,0.004,0.005,0.005,0.007
100th,0.002,0.007,0.007,0.007,0.01,0.01,0.012,0.019,0.019,0.018,0.025,0.027
Advance,0.018,0.039,0.05,0.057,0.067,0.064,0.071,0.085,0.071,0.043,0.012,0.497
carrier,0.003,0.01,0.021,0.018,0.013,0.007,0.007,0.006,0.005,0.005,0.011,0.004
GE,0.002,0.003,0.002,0.001,0.001,0.002,0.005,0.007,0.011,0.016,0.025,0.019
participants,0.002,0.003,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.002,0.028,0.009
##ash,0.005,0.034,0.045,0.08,0.105,0.1,0.122,0.119,0.088,0.071,0.044,0.123
##oms,0.002,0.003,0.006,0.01,0.01,0.009,0.013,0.015,0.019,0.015,0.015,0.019
quotes,0.0,0.007,0.003,0.001,0.001,0.001,0.002,0.002,0.004,0.009,0.019,0.002
bachelor,0.003,0.013,0.034,0.04,0.048,0.04,0.033,0.023,0.011,0.004,0.014,0.105
Best,0.003,0.006,0.007,0.007,0.005,0.003,0.004,0.003,0.001,0.002,0.014,0.144
Your,0.002,0.007,0.007,0.006,0.007,0.005,0.004,0.004,0.004,0.002,0.013,0.066
withdrawal,0.002,0.007,0.006,0.007,0.005,0.004,0.003,0.004,0.005,0.007,0.028,0.01
introduce,0.012,0.012,0.012,0.011,0.012,0.009,0.007,0.008,0.007,0.007,0.009,0.001
