word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
Time,0.753,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.915
Person,0.731,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.956
bell,0.018,0.019,0.014,0.014,0.007,0.012,0.025,0.068,0.046,0.035,0.074,0.599
weak,0.032,0.02,0.021,0.027,0.021,0.011,0.011,0.007,0.016,0.012,0.006,0.659
Bangkok,0.17,0.989,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.991,0.838
coordinating,0.107,0.007,0.022,0.067,0.078,0.1,0.114,0.171,0.188,0.065,0.077,0.714
Care,0.074,0.985,0.999,0.999,0.999,0.998,0.998,0.997,0.997,0.995,0.991,0.846
Texans,0.802,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.994,0.951
finally,0.048,0.013,0.01,0.013,0.01,0.02,0.02,0.051,0.083,0.096,0.059,0.504
Relief,0.755,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.931
sight,0.014,0.023,0.01,0.006,0.009,0.027,0.011,0.01,0.012,0.03,0.042,0.726
fuel,0.038,0.011,0.008,0.007,0.012,0.008,0.013,0.015,0.027,0.011,0.033,0.783
purse,0.034,0.017,0.02,0.02,0.042,0.012,0.014,0.016,0.028,0.02,0.063,0.658
ticket,0.021,0.015,0.007,0.012,0.015,0.018,0.009,0.012,0.015,0.008,0.007,0.762
Millions,0.086,0.008,0.071,0.102,0.059,0.107,0.088,0.097,0.103,0.092,0.143,0.549
draft,0.025,0.007,0.012,0.007,0.006,0.003,0.004,0.016,0.012,0.009,0.015,0.671
worse,0.033,0.028,0.031,0.022,0.029,0.022,0.031,0.034,0.046,0.055,0.149,0.665
Belgian,0.762,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.932
Until,0.19,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.974
oriented,0.068,0.042,0.058,0.057,0.064,0.059,0.025,0.011,0.006,0.009,0.074,0.524
organising,0.043,0.001,0.041,0.028,0.031,0.055,0.074,0.055,0.104,0.119,0.077,0.358
double,0.049,0.014,0.032,0.047,0.032,0.025,0.024,0.033,0.023,0.01,0.1,0.325
elimination,0.028,0.011,0.005,0.015,0.006,0.013,0.005,0.007,0.011,0.016,0.082,0.779
arrives,0.044,0.034,0.052,0.042,0.052,0.032,0.024,0.038,0.057,0.071,0.223,0.872
drag,0.643,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.907
damages,0.053,0.036,0.029,0.033,0.037,0.01,0.006,0.012,0.009,0.009,0.056,0.818
gang,0.048,0.023,0.029,0.039,0.036,0.043,0.033,0.04,0.053,0.05,0.059,0.657
extraordinary,0.087,0.011,0.02,0.01,0.016,0.009,0.01,0.017,0.011,0.01,0.018,0.741
everybody,0.001,0.015,0.021,0.028,0.011,0.036,0.028,0.01,0.004,0.001,0.0,0.372
stroke,0.031,0.011,0.018,0.016,0.026,0.015,0.011,0.017,0.008,0.008,0.048,0.803
LA,0.031,0.028,0.011,0.003,0.002,0.008,0.007,0.014,0.037,0.012,0.029,0.793
D.C.,0.587,0.991,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.958
scientists,0.026,0.011,0.011,0.013,0.009,0.002,0.01,0.023,0.056,0.067,0.196,0.416
Prison,0.064,0.016,0.022,0.014,0.01,0.008,0.004,0.003,0.016,0.049,0.139,0.703
confusion,0.042,0.024,0.04,0.024,0.007,0.01,0.004,0.009,0.005,0.005,0.069,0.883
Named,0.753,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.994,0.926
convention,0.039,0.019,0.041,0.026,0.034,0.018,0.035,0.033,0.032,0.027,0.049,0.443
respect,0.031,0.007,0.006,0.005,0.002,0.005,0.004,0.007,0.014,0.025,0.037,0.807
dirty,0.047,0.019,0.025,0.035,0.014,0.015,0.011,0.018,0.02,0.015,0.025,0.424
N.,0.828,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.924
Conner,0.043,0.019,0.01,0.006,0.02,0.003,0.009,0.018,0.018,0.036,0.117,0.769
Parents,0.701,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.944
quit,0.341,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.968
outline,0.02,0.016,0.03,0.013,0.027,0.019,0.004,0.008,0.016,0.032,0.12,0.799
compensatory,0.057,0.022,0.013,0.071,0.058,0.07,0.079,0.028,0.015,0.012,0.027,0.647
sustainable,0.011,0.03,0.018,0.062,0.038,0.029,0.034,0.02,0.038,0.13,0.136,0.587
shown,0.113,0.027,0.02,0.006,0.011,0.005,0.002,0.01,0.023,0.045,0.138,0.692
trafficking,0.036,0.016,0.032,0.026,0.031,0.015,0.018,0.022,0.029,0.041,0.111,0.768
mostly,0.092,0.046,0.079,0.08,0.061,0.054,0.049,0.043,0.054,0.071,0.209,0.603
batters,0.041,0.021,0.021,0.023,0.028,0.007,0.011,0.025,0.011,0.015,0.004,0.796
Niger,0.022,0.014,0.033,0.025,0.016,0.041,0.04,0.035,0.04,0.024,0.092,0.438
dossier,0.043,0.02,0.053,0.057,0.027,0.12,0.072,0.061,0.069,0.032,0.061,0.768
Not,0.77,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.925
Desert,0.076,0.08,0.082,0.092,0.049,0.048,0.016,0.015,0.003,0.004,0.087,0.685
parked,0.029,0.015,0.025,0.015,0.021,0.015,0.018,0.027,0.044,0.043,0.126,0.661
pill,0.044,0.036,0.038,0.065,0.043,0.029,0.006,0.005,0.01,0.009,0.071,0.654
How,0.779,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.994,0.937
retain,0.014,0.006,0.006,0.037,0.018,0.017,0.018,0.026,0.034,0.042,0.153,0.535
offset,0.107,0.069,0.081,0.037,0.046,0.046,0.043,0.1,0.07,0.038,0.071,0.512
shelf,0.04,0.017,0.018,0.006,0.007,0.004,0.007,0.008,0.004,0.011,0.065,0.514
Berlusconi,0.358,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.99,0.878
German,0.698,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.957
Nazi,0.54,0.987,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.924
concentration,0.036,0.023,0.01,0.011,0.012,0.008,0.013,0.023,0.032,0.013,0.023,0.52
remarks,0.03,0.024,0.035,0.031,0.028,0.013,0.019,0.019,0.047,0.063,0.257,0.768
Update,0.055,0.027,0.023,0.029,0.012,0.012,0.032,0.029,0.015,0.036,0.011,0.675
update,0.095,0.089,0.116,0.157,0.069,0.045,0.023,0.028,0.022,0.027,0.029,0.606
deployment,0.029,0.026,0.047,0.013,0.03,0.016,0.008,0.014,0.041,0.035,0.124,0.782
refer,0.011,0.984,0.999,0.998,0.998,0.997,0.996,0.995,0.994,0.991,0.978,0.839
ease,0.05,0.015,0.019,0.023,0.012,0.01,0.014,0.015,0.033,0.05,0.085,0.28
engineering,0.061,0.012,0.012,0.039,0.057,0.02,0.014,0.017,0.008,0.008,0.052,0.641
strategy,0.058,0.026,0.049,0.032,0.016,0.014,0.012,0.015,0.016,0.018,0.052,0.895
creation,0.014,0.04,0.034,0.025,0.013,0.008,0.011,0.015,0.021,0.013,0.08,0.742
technical,0.058,0.074,0.071,0.086,0.037,0.019,0.011,0.017,0.019,0.016,0.01,0.779
bankruptcy,0.043,0.015,0.047,0.021,0.02,0.009,0.013,0.013,0.03,0.028,0.099,0.637
simultaneously,0.0,0.012,0.005,0.012,0.001,0.003,0.037,0.054,0.036,0.076,0.008,0.349
3rd,0.099,0.074,0.09,0.038,0.02,0.008,0.008,0.012,0.025,0.037,0.09,0.868
Combat,0.021,0.019,0.048,0.024,0.012,0.012,0.012,0.013,0.003,0.015,0.008,0.372
Team,0.58,0.989,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.93
orders,0.023,0.014,0.018,0.03,0.021,0.024,0.026,0.027,0.027,0.02,0.122,0.608
wound,0.032,0.008,0.021,0.021,0.045,0.037,0.042,0.013,0.024,0.029,0.142,0.229
Hospitals,0.736,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.992,0.948
minimum,0.034,0.013,0.015,0.014,0.01,0.007,0.012,0.014,0.019,0.02,0.033,0.667
hay,0.039,0.014,0.041,0.012,0.019,0.016,0.014,0.022,0.025,0.054,0.261,0.733
glasses,0.018,0.016,0.02,0.02,0.066,0.026,0.06,0.085,0.132,0.104,0.223,0.373
dives,0.009,0.04,0.053,0.001,0.063,0.072,0.131,0.171,0.214,0.208,0.378,0.111
diving,0.082,0.049,0.066,0.031,0.074,0.071,0.07,0.089,0.145,0.138,0.293,0.424
leak,0.012,0.015,0.004,0.033,0.03,0.025,0.046,0.051,0.083,0.088,0.29,0.893
log,0.017,0.02,0.017,0.006,0.006,0.006,0.009,0.009,0.014,0.023,0.048,0.214
bicycles,0.021,0.028,0.019,0.009,0.01,0.015,0.018,0.022,0.014,0.009,0.061,0.266
pasture,0.031,0.033,0.054,0.035,0.075,0.034,0.037,0.028,0.04,0.027,0.091,0.507
lemons,0.096,0.029,0.025,0.036,0.031,0.016,0.019,0.02,0.032,0.026,0.094,0.74
stairs,0.028,0.005,0.019,0.014,0.014,0.011,0.009,0.023,0.011,0.01,0.028,0.713
drives,0.035,0.013,0.027,0.024,0.045,0.027,0.043,0.07,0.109,0.131,0.349,0.434
bunch,0.097,0.064,0.064,0.066,0.059,0.047,0.053,0.054,0.08,0.08,0.131,0.779
thinking,0.059,0.018,0.017,0.021,0.013,0.007,0.008,0.01,0.007,0.006,0.059,0.6
addresses,0.017,0.005,0.017,0.016,0.037,0.037,0.037,0.059,0.053,0.073,0.232,0.678
tub,0.027,0.009,0.024,0.008,0.01,0.007,0.012,0.013,0.026,0.033,0.143,0.439
bathtub,0.012,0.008,0.016,0.009,0.01,0.008,0.011,0.016,0.02,0.021,0.048,0.793
swings,0.012,0.004,0.003,0.006,0.027,0.003,0.013,0.018,0.04,0.042,0.191,0.531
fan,0.008,0.986,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.989,0.902
removing,0.035,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.985,0.823
email,0.069,0.015,0.014,0.01,0.009,0.02,0.036,0.014,0.014,0.018,0.032,0.542
skateboarder,0.01,0.001,0.0,0.001,0.003,0.001,0.004,0.003,0.009,0.015,0.043,0.8
stone,0.09,0.04,0.036,0.022,0.028,0.021,0.024,0.035,0.033,0.018,0.078,0.402
bag,0.028,0.041,0.033,0.043,0.035,0.032,0.024,0.022,0.03,0.029,0.022,0.633
cake,0.051,0.031,0.006,0.017,0.009,0.013,0.009,0.007,0.003,0.006,0.044,0.28
bowling,0.069,0.014,0.013,0.011,0.02,0.012,0.012,0.029,0.074,0.12,0.35,0.789
blowing,0.014,0.01,0.032,0.012,0.027,0.019,0.029,0.025,0.067,0.063,0.255,0.657
duck,0.033,0.03,0.028,0.031,0.029,0.023,0.019,0.02,0.037,0.035,0.156,0.588
perched,0.049,0.045,0.051,0.024,0.057,0.03,0.036,0.055,0.093,0.102,0.243,0.794
lifts,0.012,0.007,0.013,0.003,0.01,0.014,0.01,0.014,0.013,0.029,0.16,0.596
refrigerator,0.012,0.008,0.01,0.001,0.005,0.004,0.004,0.009,0.009,0.01,0.064,0.627
brush,0.027,0.003,0.013,0.009,0.005,0.007,0.008,0.008,0.008,0.006,0.007,0.504
freeze,0.067,0.012,0.021,0.016,0.034,0.041,0.04,0.029,0.034,0.044,0.086,0.631
bags,0.01,0.069,0.031,0.03,0.054,0.063,0.036,0.021,0.072,0.046,0.024,0.67
moon,0.027,0.016,0.013,0.013,0.02,0.015,0.01,0.013,0.012,0.009,0.095,0.731
mud,0.023,0.002,0.005,0.004,0.011,0.009,0.016,0.03,0.029,0.018,0.084,0.662
sheet,0.037,0.002,0.01,0.009,0.009,0.014,0.011,0.007,0.012,0.013,0.013,0.692
beef,0.101,0.011,0.02,0.026,0.035,0.074,0.132,0.101,0.085,0.057,0.095,0.866
wheel,0.029,0.014,0.013,0.012,0.007,0.016,0.008,0.009,0.006,0.004,0.067,0.668
paws,0.04,0.005,0.02,0.014,0.035,0.014,0.01,0.017,0.013,0.011,0.036,0.533
pink,0.068,0.041,0.049,0.048,0.074,0.039,0.05,0.068,0.107,0.132,0.337,0.587
karate,0.006,0.011,0.044,0.005,0.044,0.027,0.038,0.056,0.112,0.113,0.231,0.126
seeds,0.026,0.019,0.024,0.009,0.013,0.019,0.03,0.046,0.072,0.034,0.111,0.893
lid,0.042,0.018,0.017,0.027,0.008,0.006,0.012,0.03,0.116,0.21,0.48,0.482
closes,0.051,0.013,0.03,0.023,0.019,0.009,0.018,0.042,0.084,0.123,0.337,0.787
models,0.098,0.051,0.084,0.088,0.061,0.04,0.031,0.024,0.024,0.033,0.046,0.731
bird,0.037,0.023,0.052,0.054,0.037,0.036,0.035,0.039,0.026,0.022,0.148,0.356
places,0.012,0.038,0.045,0.01,0.04,0.023,0.03,0.028,0.021,0.006,0.15,0.588
lifestyle,0.057,0.009,0.016,0.004,0.004,0.002,0.005,0.013,0.014,0.034,0.142,0.667
contents,0.053,0.02,0.029,0.032,0.024,0.038,0.044,0.027,0.018,0.033,0.111,0.293
taxi,0.071,0.016,0.02,0.027,0.027,0.016,0.009,0.012,0.023,0.021,0.095,0.732
mug,0.04,0.086,0.017,0.015,0.01,0.001,0.005,0.01,0.015,0.018,0.022,0.56
Rocky,0.623,0.991,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.936
fridge,0.011,0.017,0.028,0.008,0.015,0.014,0.005,0.007,0.008,0.022,0.105,0.649
drinks,0.045,0.024,0.035,0.029,0.013,0.007,0.017,0.018,0.057,0.06,0.193,0.57
sand,0.032,0.012,0.019,0.012,0.013,0.015,0.014,0.014,0.012,0.012,0.02,0.65
catching,0.028,0.01,0.033,0.01,0.012,0.02,0.019,0.022,0.021,0.01,0.086,0.643
rises,0.012,0.015,0.024,0.027,0.028,0.024,0.013,0.014,0.024,0.019,0.075,0.692
yard,0.03,0.02,0.009,0.009,0.007,0.009,0.005,0.012,0.013,0.014,0.068,0.628
speaks,0.034,0.001,0.022,0.006,0.006,0.016,0.028,0.054,0.048,0.063,0.099,0.576
colored,0.014,0.025,0.02,0.009,0.005,0.006,0.01,0.013,0.009,0.013,0.165,0.294
inflatable,0.106,0.018,0.04,0.023,0.029,0.028,0.021,0.027,0.039,0.057,0.175,0.166
gloved,0.043,0.036,0.031,0.014,0.039,0.026,0.022,0.014,0.011,0.003,0.005,0.609
draws,0.029,0.008,0.026,0.021,0.05,0.019,0.022,0.035,0.079,0.081,0.243,0.664
Nigeria,0.751,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.994,0.943
Chevron,0.02,0.047,0.028,0.014,0.047,0.011,0.045,0.005,0.028,0.028,0.079,0.841
Ijaw,0.009,0.008,0.001,0.008,0.015,0.009,0.01,0.003,0.014,0.025,0.061,0.207
instigating,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
paying,0.042,0.102,0.11,0.125,0.086,0.081,0.067,0.041,0.048,0.054,0.038,0.259
Warri,0.014,0.031,0.02,0.008,0.014,0.032,0.015,0.018,0.026,0.031,0.004,0.694
naval,0.008,0.023,0.021,0.017,0.024,0.038,0.034,0.034,0.042,0.062,0.029,0.567
encourage,0.065,0.018,0.014,0.033,0.019,0.015,0.014,0.031,0.051,0.04,0.124,0.729
slaughter,0.007,0.013,0.02,0.012,0.015,0.006,0.01,0.026,0.013,0.02,0.033,0.788
principle,0.027,0.009,0.009,0.015,0.013,0.012,0.01,0.012,0.035,0.026,0.045,0.599
implemented,0.02,0.008,0.031,0.007,0.004,0.009,0.004,0.012,0.017,0.043,0.108,0.803
arbitrarily,0.022,0.01,0.03,0.021,0.068,0.054,0.07,0.061,0.076,0.11,0.321,0.7
tyranny,0.048,0.038,0.073,0.053,0.038,0.019,0.012,0.011,0.02,0.013,0.027,0.655
innovative,0.006,0.006,0.011,0.033,0.023,0.022,0.015,0.013,0.01,0.003,0.025,0.56
flexibility,0.028,0.004,0.016,0.015,0.02,0.036,0.039,0.037,0.026,0.018,0.036,0.798
declaration,0.023,0.003,0.026,0.014,0.007,0.009,0.01,0.005,0.002,0.002,0.036,0.56
perspective,0.006,0.011,0.012,0.023,0.07,0.081,0.039,0.015,0.015,0.006,0.04,0.679
Interinstitutional,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
compensated,0.013,0.007,0.013,0.005,0.004,0.011,0.004,0.002,0.003,0.003,0.011,0.741
framework,0.022,0.974,0.998,0.998,0.998,0.997,0.996,0.995,0.993,0.991,0.981,0.797
equitable,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
definitions,0.007,0.007,0.014,0.006,0.007,0.034,0.071,0.044,0.053,0.104,0.154,0.699
Member,0.033,0.005,0.007,0.011,0.009,0.01,0.006,0.007,0.012,0.011,0.012,0.843
perfectly,0.017,0.01,0.018,0.004,0.006,0.004,0.002,0.001,0.003,0.01,0.096,0.452
fair,0.023,0.024,0.021,0.021,0.042,0.021,0.013,0.016,0.038,0.042,0.053,0.574
sufficient,0.004,0.981,0.999,0.998,0.998,0.998,0.997,0.996,0.995,0.993,0.985,0.906
honestly,0.005,0.001,0.006,0.024,0.026,0.053,0.067,0.033,0.019,0.001,0.018,0.857
genuinely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
activate,0.011,0.026,0.014,0.003,0.02,0.008,0.012,0.002,0.016,0.016,0.013,0.723
coordinate,0.021,0.005,0.002,0.006,0.002,0.01,0.009,0.01,0.01,0.013,0.029,0.496
centres,0.014,0.002,0.009,0.001,0.002,0.003,0.008,0.012,0.012,0.074,0.218,0.133
excellence,0.021,0.005,0.013,0.009,0.004,0.015,0.008,0.027,0.024,0.012,0.036,0.694
coordination,0.05,0.023,0.029,0.018,0.061,0.02,0.034,0.078,0.1,0.044,0.082,0.3
behalf,0.029,0.009,0.029,0.01,0.018,0.01,0.015,0.035,0.029,0.043,0.163,0.592
Fisheries,0.105,0.009,0.002,0.022,0.009,0.018,0.01,0.013,0.013,0.004,0.038,0.767
Madam,0.752,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.953
s,0.034,0.022,0.017,0.017,0.026,0.028,0.028,0.029,0.037,0.048,0.067,0.571
condolences,0.042,0.001,0.001,0.0,0.004,0.006,0.013,0.006,0.018,0.039,0.058,0.836
Brittany,0.001,0.038,0.035,0.049,0.051,0.04,0.051,0.038,0.035,0.031,0.037,0.635
Marín,0.006,0.015,0.041,0.01,0.002,0.002,0.007,0.019,0.01,0.028,0.061,0.488
Galicia,0.019,0.006,0.003,0.002,0.007,0.005,0.01,0.024,0.007,0.01,0.009,0.801
condolence,0.045,0.005,0.002,0.006,0.004,0.0,0.004,0.001,0.003,0.004,0.076,0.75
Tunisian,0.005,0.986,0.999,0.999,0.999,0.998,0.997,0.996,0.995,0.992,0.984,0.821
denies,0.044,0.013,0.041,0.027,0.022,0.006,0.014,0.023,0.055,0.062,0.139,0.67
striving,0.023,0.011,0.009,0.039,0.015,0.007,0.006,0.014,0.022,0.01,0.009,0.403
provisional,0.064,0.0,0.009,0.017,0.026,0.011,0.013,0.06,0.054,0.033,0.1,0.523
funding,0.048,0.048,0.057,0.067,0.049,0.02,0.014,0.007,0.014,0.014,0.023,0.821
mine,0.021,0.018,0.041,0.028,0.031,0.011,0.012,0.01,0.011,0.01,0.019,0.602
clearance,0.055,0.005,0.015,0.005,0.028,0.002,0.004,0.001,0.007,0.01,0.126,0.35
prevention,0.098,0.006,0.016,0.016,0.008,0.018,0.007,0.04,0.016,0.034,0.077,0.441
programmes,0.064,0.003,0.035,0.009,0.03,0.007,0.008,0.005,0.039,0.023,0.098,0.748
viewpoint,0.074,0.019,0.056,0.076,0.117,0.109,0.17,0.187,0.255,0.194,0.3,0.717
illustrated,0.01,0.009,0.008,0.0,0.027,0.005,0.006,0.004,0.004,0.001,0.011,0.575
rapporteur,0.062,0.019,0.019,0.011,0.006,0.018,0.004,0.012,0.022,0.017,0.083,0.502
codes,0.003,0.003,0.017,0.01,0.013,0.009,0.007,0.01,0.016,0.018,0.014,0.866
insurers,0.009,0.006,0.032,0.002,0.002,0.017,0.055,0.041,0.001,0.003,0.093,0.682
guaranteed,0.053,0.003,0.012,0.138,0.098,0.117,0.168,0.104,0.052,0.024,0.003,0.655
discriminatory,0.006,0.008,0.03,0.003,0.017,0.012,0.007,0.005,0.007,0.024,0.069,0.708
guaranteeing,0.01,0.012,0.007,0.002,0.002,0.016,0.009,0.007,0.001,0.005,0.06,0.566
levied,0.013,0.021,0.01,0.012,0.003,0.029,0.007,0.015,0.003,0.002,0.246,0.272
recipient,0.012,0.025,0.029,0.044,0.026,0.074,0.059,0.039,0.015,0.015,0.067,0.593
perceived,0.03,0.013,0.029,0.013,0.043,0.013,0.025,0.04,0.04,0.026,0.043,0.416
Community,0.051,0.01,0.004,0.035,0.018,0.006,0.003,0.006,0.006,0.011,0.024,0.439
Clearly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
incidence,0.03,0.041,0.015,0.031,0.037,0.008,0.001,0.006,0.009,0.017,0.053,0.515
BSE,0.012,0.054,0.021,0.009,0.016,0.035,0.029,0.006,0.026,0.004,0.044,0.214
handbook,0.014,0.012,0.063,0.003,0.045,0.013,0.002,0.024,0.006,0.011,0.09,0.808
requests,0.01,0.042,0.051,0.025,0.023,0.02,0.006,0.009,0.013,0.025,0.051,0.764
MEPs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gentlemen,0.062,0.003,0.008,0.013,0.022,0.074,0.063,0.051,0.041,0.051,0.101,0.797
Charter,0.02,0.014,0.02,0.005,0.001,0.003,0.002,0.004,0.004,0.019,0.099,0.752
Fundamental,0.028,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.991,0.844
Rights,0.019,0.009,0.011,0.01,0.012,0.003,0.006,0.016,0.029,0.016,0.043,0.747
eventual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Treaty,0.018,0.013,0.008,0.011,0.026,0.052,0.017,0.033,0.02,0.03,0.012,0.746
Nice,0.024,0.017,0.009,0.012,0.006,0.015,0.02,0.017,0.029,0.025,0.035,0.608
treaty,0.05,0.026,0.025,0.027,0.023,0.026,0.032,0.032,0.045,0.027,0.107,0.672
odd,0.004,0.027,0.054,0.03,0.014,0.006,0.005,0.013,0.013,0.0,0.141,0.345
optional,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
schemes,0.05,0.003,0.027,0.012,0.053,0.042,0.066,0.084,0.132,0.121,0.283,0.264
strange,0.088,0.008,0.0,0.027,0.075,0.042,0.016,0.034,0.048,0.072,0.071,0.902
generating,0.046,0.014,0.011,0.006,0.0,0.014,0.009,0.011,0.041,0.047,0.059,0.613
links,0.012,0.026,0.022,0.01,0.015,0.01,0.007,0.008,0.013,0.027,0.04,0.696
magnificent,0.031,0.106,0.146,0.054,0.113,0.051,0.076,0.098,0.115,0.136,0.192,0.725
neighbourly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Morocco,0.007,0.024,0.013,0.012,0.015,0.002,0.006,0.001,0.001,0.006,0.01,0.648
remarkably,0.001,0.005,0.004,0.001,0.004,0.036,0.047,0.032,0.043,0.058,0.122,0.292
existed,0.017,0.004,0.027,0.01,0.016,0.015,0.019,0.022,0.012,0.038,0.092,0.514
Presidency,0.058,0.012,0.02,0.013,0.025,0.014,0.021,0.041,0.046,0.034,0.07,0.812
utmost,0.011,0.002,0.003,0.004,0.018,0.003,0.021,0.013,0.035,0.015,0.029,0.131
destructive,0.066,0.022,0.034,0.021,0.009,0.012,0.01,0.005,0.006,0.019,0.041,0.746
Reiterating,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
initiatives,0.019,0.011,0.019,0.019,0.019,0.024,0.039,0.051,0.045,0.02,0.08,0.627
guarantee,0.011,0.027,0.019,0.012,0.008,0.014,0.026,0.033,0.03,0.015,0.027,0.64
ensure,0.019,0.032,0.032,0.023,0.022,0.014,0.01,0.009,0.012,0.009,0.048,0.617
democracies,0.038,0.004,0.031,0.019,0.003,0.006,0.011,0.015,0.001,0.0,0.004,0.781
restriction,0.014,0.001,0.009,0.0,0.001,0.01,0.01,0.012,0.017,0.02,0.014,0.33
Lalumière,0.017,0.03,0.036,0.054,0.122,0.058,0.094,0.094,0.095,0.059,0.019,0.514
worded,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
shall,0.066,0.02,0.029,0.03,0.014,0.007,0.008,0.019,0.023,0.01,0.037,0.616
formulated,0.012,0.077,0.074,0.061,0.024,0.033,0.025,0.037,0.028,0.03,0.047,0.341
Human,0.045,0.024,0.021,0.026,0.026,0.013,0.008,0.002,0.005,0.005,0.005,0.862
wealth,0.035,0.006,0.003,0.006,0.005,0.003,0.002,0.007,0.004,0.004,0.048,0.574
supervision,0.019,0.013,0.049,0.02,0.016,0.022,0.038,0.051,0.066,0.048,0.014,0.473
Prague,0.024,0.008,0.02,0.007,0.032,0.022,0.017,0.023,0.056,0.06,0.144,0.71
era,0.004,0.063,0.043,0.03,0.028,0.041,0.022,0.027,0.027,0.015,0.011,0.592
consigned,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
relics,0.027,0.015,0.003,0.008,0.004,0.003,0.01,0.004,0.003,0.005,0.04,0.191
urgency,0.013,0.022,0.001,0.004,0.0,0.0,0.0,0.0,0.02,0.059,0.186,0.002
complement,0.001,0.024,0.028,0.076,0.008,0.033,0.009,0.004,0.001,0.002,0.175,0.714
Interdepartmental,0.043,0.011,0.01,0.028,0.004,0.001,0.0,0.018,0.041,0.043,0.0,0.308
Secretariat,0.041,0.015,0.048,0.053,0.006,0.026,0.01,0.025,0.037,0.035,0.095,0.866
strengthened,0.004,0.02,0.005,0.005,0.008,0.003,0.004,0.004,0.01,0.015,0.027,0.348
earliest,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
proposals,0.018,0.011,0.006,0.008,0.005,0.012,0.012,0.01,0.005,0.02,0.038,0.602
Commissioners,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
299(2,0.061,0.001,0.0,0.0,0.0,0.004,0.0,0.065,0.07,0.047,0.061,0.127
simplified,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
outlining,0.005,0.017,0.005,0.016,0.019,0.039,0.062,0.033,0.034,0.031,0.0,0.466
Therefore,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
urgent,0.008,0.009,0.013,0.004,0.024,0.021,0.035,0.039,0.049,0.041,0.14,0.682
reinforced,0.035,0.015,0.011,0.025,0.024,0.041,0.014,0.006,0.005,0.006,0.023,0.35
